l1,l2,h1,w1,Lmt,Lmr,Llk,Rt,Rr
34,69,148,73,0.663933021,0.663941767,1.665838294,12.03970676,12.03871859
17,62,137,111,0.590103583,0.590143602,1.824419758,8.796464783,8.79607424
37,55,137,139,1.485019038,1.484922422,2.311957434,34.05784828,34.05492357
22,75,119,41,0.281580977,0.28165462,1.459981745,3.951742118,3.951585844
47,72,112,52,0.703358703,0.703287347,1.830200578,12.63324514,12.63271551
33,51,134,58,0.582987228,0.582986421,1.684115709,9.870538178,9.870085015
49,60,146,45,0.57884029,0.5787985,1.860783756,10.01988255,10.0197772
46,82,50,103,1.735754281,1.735451772,2.386719279,39.24295363,39.23915986
44,54,129,82,1.055015966,1.054948278,1.963829885,22.28035764,22.27864765
37,67,81,64,0.848620947,0.848609859,1.900953153,15.02998903,15.02876484
20,93,100,51,0.323865848,0.323888019,1.470331733,4.563060643,4.56292015
28,57,80,44,0.497103808,0.497181306,1.505444567,7.381888661,7.381593646
41,54,79,128,1.947345435,1.947337364,2.372231028,45.5584214,45.55371487
28,94,110,59,0.473722432,0.473621484,1.578614325,7.555987362,7.555463183
41,66,83,102,1.426086378,1.425999133,2.318098003,31.1941453,31.19084529
33,82,123,40,0.372065073,0.372011038,1.352860525,5.63229377,5.632175705
33,94,65,113,1.265216557,1.264945039,2.329140341,25.06143901,25.05821113
44,73,133,147,1.692732646,1.692486621,2.469791868,44.53529992,44.53086296
15,95,55,63,0.382980146,0.382892346,1.674906829,5.163769826,5.163200141
29,86,111,44,0.377756696,0.377732311,1.425620447,5.685639041,5.685434244
16,96,117,196,0.921957287,0.92162535,2.540766544,14.28921389,14.2883127
31,96,126,93,0.760104145,0.759945084,1.891976988,14.00761567,14.00610577
45,65,78,171,2.627129623,2.626996769,2.851162024,71.44078485,71.43351849
42,72,144,94,1.019081467,1.018955933,2.093142644,22.21153813,22.20929897
21,98,120,135,0.796875996,0.796670684,2.031933338,13.29228906,13.29140577
22,78,72,94,0.788672769,0.788632777,1.986441281,12.4956506,12.49435014
27,70,78,46,0.473053299,0.473037076,1.362416326,7.020373975,7.020147574
32,55,83,59,0.728045674,0.728094651,1.752735482,12.15513175,12.15445305
21,51,122,65,0.473730884,0.473875278,1.547957069,7.060103089,7.05980243
11,69,104,196,0.785814213,0.785692394,2.40905818,10.83730933,10.83711488
45,97,104,62,0.758126512,0.757976447,1.793265886,14.27075792,14.26978817
18,57,93,191,1.349551798,1.349492667,2.536334647,21.95135744,21.95033166
24,55,53,31,0.373615069,0.373776362,1.528250147,5.070428842,5.070403701
42,66,141,118,1.321140977,1.321005521,2.189435854,31.07819857,31.07540275
42,51,132,189,2.306975701,2.306849848,2.912458938,63.15154325,63.14608729
42,83,88,175,2.231598982,2.231340426,2.825338628,58.71453293,58.7079223
15,62,75,195,1.260540875,1.260507192,2.686083211,19.14045387,19.13945779
23,82,58,67,0.626712832,0.626651022,1.866785405,9.487731991,9.486588467
34,94,133,184,1.584967345,1.584616417,2.611777723,36.23435165,36.23064357
41,88,59,174,2.438419933,2.437976637,2.994574864,61.06905092,61.06172239
24,85,109,56,0.414185967,0.414171337,1.545056862,6.216138881,6.215691695
18,99,55,89,0.617331464,0.617135528,1.984744083,9.000276079,8.999153454
40,80,119,184,2.01172712,2.011376414,2.785491732,52.34112249,52.33596831
33,51,57,105,1.577822708,1.57788864,2.3888348,30.63341383,30.63029513
46,79,129,115,1.37718477,1.376925194,2.36476241,33.82611854,33.82266014
11,59,149,188,0.639054622,0.638960407,2.292142821,8.934909396,8.934976745
21,52,74,85,0.806509419,0.806591205,1.749769391,12.35561804,12.35479839
15,98,73,48,0.261395302,0.261410532,1.415731059,3.444594286,3.444375885
29,92,142,52,0.386298408,0.386233706,1.438799827,6.050256957,6.049917267
24,99,141,55,0.339975381,0.339937369,1.502579482,5.080093597,5.079632009
31,64,74,121,1.453470334,1.453455028,2.244432026,27.91755982,27.91461725
34,74,138,184,1.665397557,1.66514291,2.61751124,38.92612335,38.92258713
17,52,117,148,0.897463413,0.89751215,2.162632904,13.90862431,13.90808266
18,60,137,108,0.608365019,0.608386255,1.887648169,9.200396188,9.199929364
36,81,59,174,2.289680627,2.289362799,2.927091554,53.42840766,53.42221642
30,87,101,117,1.066734759,1.066544582,2.122391282,20.16984014,20.16792702
39,91,135,94,0.92238935,0.922199606,1.991437158,19.09812104,19.09622007
27,75,94,59,0.538938952,0.53889752,1.534265956,8.476857923,8.476317182
45,56,115,106,1.447395248,1.447322494,2.243376952,34.10466865,34.10162277
12,95,96,85,0.341146089,0.341129311,1.679552497,4.554684543,4.554528839
31,81,117,129,1.164255935,1.164076642,2.178101831,22.88163438,22.8793425
19,94,105,134,0.7792466,0.779060583,2.002393067,12.29692831,12.2960619
31,64,85,108,1.22281413,1.22279433,2.177811579,23.12115813,23.1186401
37,73,141,191,1.853986303,1.853725152,2.595298876,46.36583015,46.3617961
25,88,86,92,0.76708486,0.766986365,1.867140495,12.72821804,12.72699453
38,78,149,72,0.691390993,0.691275684,1.849993674,13.07677159,13.07573406
13,96,76,83,0.393543368,0.393493958,1.720054244,5.310849384,5.310558993
38,92,95,81,0.912292485,0.912162314,1.877865652,17.43512978,17.43348453
33,61,76,94,1.197820713,1.197776288,2.124149734,22.64808323,22.64590747
36,96,119,158,1.494585006,1.494259633,2.436977018,34.06273732,34.05927593
45,56,97,192,2.798014442,2.797890888,3.071908604,81.23247906,81.22495602
38,80,149,113,1.072020876,1.071839271,2.047509313,23.44071451,23.43848584
41,58,66,196,3.105579174,3.105507217,3.214371829,82.29510834,82.28664343
13,97,95,125,0.535323056,0.535180476,1.921968045,7.536806201,7.536667151
33,77,112,132,1.298928291,1.29876899,2.242336939,26.65017477,26.64728266
33,64,84,93,1.111447883,1.111439723,2.068641838,21.15796075,21.15576375
15,76,135,48,0.217893185,0.217973662,1.239397629,2.895466799,2.895531123
47,69,109,142,1.932534194,1.932333478,2.61258594,52.02684789,52.02117843
21,66,95,60,0.465546911,0.465595752,1.474347857,6.798321263,6.79798328
20,94,105,152,0.922259946,0.922031403,2.40129242,15.18250967,15.18089668
32,70,130,126,1.146865249,1.146727123,2.213655157,23.51091838,23.50861221
15,65,125,64,0.317626367,0.317721771,1.434902938,4.343341331,4.343306644
18,71,115,47,0.280208964,0.280292442,1.364926662,3.850628541,3.850655409
17,78,139,150,0.736264987,0.736148734,2.087116249,11.27358742,11.27286077
13,59,94,126,0.658743958,0.658780999,1.987828045,9.155846093,9.155550387
19,79,66,127,0.960656669,0.960517308,2.262179667,15.61843044,15.61680435
33,81,106,70,0.703286167,0.703191581,1.8104509,12.27249927,12.27148932
29,81,68,45,0.488740577,0.488697035,1.542435203,7.296262145,7.29597119
34,62,128,39,0.397996274,0.398058195,1.411841849,6.029939421,6.029894155
40,78,139,184,1.882302424,1.88201083,2.668728452,49.4015647,49.39658924
43,97,137,187,1.908651103,1.908295505,2.690858778,52.57251212,52.5671908
38,60,146,62,0.646378127,0.646351447,1.738647115,11.6941983,11.69344877
37,51,98,124,1.614210049,1.614218222,2.300058289,35.39992265,35.39635124
35,84,104,84,0.876119436,0.875974619,2.008833273,16.48820646,16.48655673
39,81,56,171,2.454929172,2.454619201,2.946171366,58.88748315,58.88060635
10,74,100,104,0.383222579,0.383259191,1.70396411,4.980473676,4.980447336
36,50,123,183,2.060711621,2.06060742,2.65452404,49.92558678,49.92182022
30,76,137,115,0.94955252,0.949396527,2.029004249,18.03642018,18.03468866
49,68,135,53,0.687723091,0.687595583,1.789864916,12.68518507,12.68457428
12,68,149,100,0.358190213,0.358208076,1.597421162,4.805705661,4.805685743
23,90,52,105,0.965848766,0.965619111,2.079513515,15.54038777,15.53849123
16,64,75,145,0.985162154,0.985137445,2.372353237,14.80238551,14.80115982
25,96,107,139,1.017111406,1.016896862,2.104692176,18.1938993,18.19225873
41,58,118,37,0.467400961,0.467412529,1.565087785,7.210576795,7.210677252
37,51,56,52,0.86183151,0.861898023,1.884197209,14.45803716,14.45719396
25,63,65,35,0.37799946,0.378085621,1.487818021,5.272285325,5.272233563
32,77,87,35,0.382467462,0.382504611,1.4071824,5.534778341,5.5348199
37,92,128,150,1.426778458,1.42648753,2.552218594,33.01672308,33.01288897
32,89,144,186,1.482881003,1.482585096,2.700274183,33.24543818,33.24203379
17,99,78,134,0.779834615,0.779645698,2.168452341,11.80062012,11.79955088
20,60,140,176,1.065507868,1.065375517,2.466743527,18.09115814,18.09007526
47,86,146,113,1.261526462,1.261254631,2.175400468,31.38509238,31.38201216
34,83,133,145,1.305917568,1.305675039,2.327283975,28.56503465,28.56224222
47,80,116,75,0.963657169,0.96349126,1.981786207,20.09830795,20.09684822
36,74,113,108,1.163043649,1.162853296,2.17012427,23.79591807,23.79345886
37,65,126,196,2.081741108,2.081549759,2.644267874,52.87652024,52.87191379
19,86,104,136,0.827420016,0.827250582,2.05463165,13.14019972,13.13924645
44,54,85,103,1.61037752,1.610350298,2.282545571,36.66229979,36.65903575
29,69,68,106,1.206793297,1.206746475,2.233730905,22.174056,22.17146391
12,72,81,138,0.668585281,0.668549134,2.198021876,9.220755967,9.22036038
14,84,131,61,0.254737941,0.254782577,1.382517059,3.397900899,3.397866948
37,98,103,78,0.811010094,0.810871061,1.815279567,15.19153092,15.19007826
32,52,136,134,1.290268235,1.290235763,2.250325114,26.64992801,26.64756534
22,76,145,121,0.737786458,0.737679938,1.8839436,12.25996551,12.25895777
48,95,66,51,0.771899749,0.771723355,2.035616128,13.79786439,13.79701746
29,72,63,175,2.014045185,2.013839943,2.860612108,40.19132388,40.18674124
39,64,109,126,1.518911595,1.518821522,2.390079736,34.83232131,34.82838298
19,73,135,52,0.29546169,0.295527759,1.440859499,4.175662469,4.175435953
38,92,76,55,0.668276015,0.668143292,1.727961961,11.41992677,11.41920249
39,82,136,101,1.018810581,1.018679108,2.091643353,21.67631633,21.67408883
12,89,92,49,0.206309791,0.206393972,1.372634507,2.652272949,2.652352316
32,51,112,100,1.079538875,1.079563934,2.066403903,20.7130132,20.71102771
23,69,56,110,1.118336454,1.118287967,2.312691223,18.53953695,18.53748943
13,54,148,160,0.654191405,0.65417107,2.248980822,9.377958047,9.377865367
41,67,79,82,1.182571996,1.182511742,2.016528141,23.6311828,23.62925039
17,91,134,187,0.87960856,0.879324674,2.525336042,14.03603949,14.03518843
36,66,147,77,0.747337601,0.74727413,1.868892374,14.08405934,14.08286575
45,81,82,172,2.408018066,2.407726917,2.771488315,65.94035356,65.93302472
14,72,137,82,0.350224595,0.350254656,1.569177848,4.807236678,4.807076233
49,76,106,143,1.979449286,1.979132223,2.533125812,54.96368745,54.958382
16,83,138,30,0.139022148,0.13914841,1.200588935,1.783892453,1.784086
15,52,146,71,0.338269048,0.338374414,1.5743209,4.707862147,4.707822399
12,88,142,52,0.177324556,0.177422952,1.204304031,2.285843669,2.285862494
27,55,115,61,0.557209421,0.55726586,1.590427154,8.903558091,8.902997399
30,88,55,160,1.803126969,1.802748955,2.719328721,35.86415498,35.8598169
44,67,96,140,1.935400876,1.935238002,2.560122159,49.08016968,49.07487109
24,88,65,122,1.084521349,1.084275259,2.313271323,18.72483389,18.72282989
42,76,147,151,1.584407246,1.584075085,2.490817614,40.35732577,40.35311515
18,74,79,132,0.918568964,0.918485202,2.204559246,14.15184957,14.15056371
39,84,107,159,1.764113904,1.763841596,2.556571037,43.25893668,43.25407959
13,78,84,81,0.406411412,0.406445181,1.61384513,5.45649965,5.456292655
38,55,59,174,2.78439674,2.784396751,3.03180964,66.93969802,66.9329746
26,92,74,124,1.104883709,1.10466526,2.251592396,19.44508389,19.44291367
32,91,76,159,1.670702234,1.670455291,2.620280371,35.38455682,35.3804889
32,50,57,48,0.717904619,0.718002863,1.719809749,11.27683702,11.27623852
35,84,94,65,0.712311726,0.712252796,1.835267141,12.38791651,12.38696654
33,91,88,192,1.954102778,1.953807112,2.717722917,44.49170736,44.48695932
40,64,131,49,0.553943474,0.553895848,1.665099481,9.369763864,9.369473389
30,80,128,193,1.614882505,1.614677144,2.491721957,34.32208341,34.31889249
21,73,128,48,0.308269459,0.308317693,1.482539653,4.378366502,4.378138708
38,66,87,180,2.319561491,2.319510673,2.79363883,57.06319382,57.05715375
25,69,54,139,1.537906926,1.537756534,2.539455638,26.81339583,26.81054838
10,74,128,48,0.155396629,0.155536519,1.228747482,1.9491076,1.949323954
24,70,132,199,1.399558264,1.399349144,2.581822054,26.94296934,26.94043018
18,77,62,137,1.039688663,1.039509752,2.34733209,15.90056814,15.89894071
45,57,138,30,0.378237267,0.378151586,1.530590379,5.577405831,5.577571817
29,67,65,95,1.126780771,1.126791805,2.105809198,19.82535235,19.82314782
19,87,72,101,0.720385249,0.720267745,1.897918411,10.79837825,10.79725504
20,89,83,69,0.484065679,0.484007166,1.596398779,7.066640261,7.065992714
30,73,125,195,1.690503938,1.690254638,2.652859343,36.10009144,36.09697385
22,61,99,106,0.854527958,0.854515191,1.969314133,13.73204703,13.73092043
48,80,131,164,1.996034722,1.995709779,2.623641884,57.62857037,57.62283682
22,96,81,52,0.385401727,0.385377899,1.622453758,5.570581409,5.57015862
46,61,149,145,1.714258407,1.714098643,2.312651728,46.14492918,46.14089139
20,52,135,71,0.459327206,0.459411969,1.579327685,6.852387667,6.852144181
28,55,118,59,0.542808354,0.542815025,1.698173231,8.766974543,8.766473488
27,78,105,197,1.665553528,1.665332437,2.513351133,33.09571543,33.09246313
14,79,130,109,0.464612167,0.464567727,1.83677214,6.517977529,6.517708611
33,88,99,85,0.847911844,0.847782105,1.845718267,15.55065075,15.54916677
31,67,68,45,0.556896915,0.556918545,1.479715935,8.485599455,8.485288074
16,54,89,189,1.250284222,1.250300081,2.573961058,19.46169808,19.46081779
17,78,145,196,0.92689026,0.926653522,2.37350829,15.1861374,15.18580731
33,76,88,116,1.286387607,1.286214242,2.285210509,25.332908,25.33000776
48,88,147,115,1.293739335,1.29341722,2.301581136,32.91676261,32.91342512
47,54,110,65,0.957447366,0.957460866,1.925355376,18.91764982,18.91658172
32,58,54,153,2.195592012,2.195572476,2.759651557,45.10910124,45.10440103
19,81,81,86,0.60239817,0.602319797,1.780572816,8.957327875,8.95650617
21,86,88,39,0.283229096,0.283310929,1.437496138,3.88059875,3.880471795
34,95,86,179,1.842766088,1.842477287,2.690107487,41.90164436,41.89655996
37,97,77,47,0.546984775,0.546876579,1.640548115,8.790062953,8.789636167
43,94,67,44,0.612195722,0.612064934,1.822195415,10.03066945,10.03027572
19,71,104,77,0.507295539,0.507338462,1.548986335,7.42411845,7.423676466
41,56,143,31,0.356250756,0.356222964,1.474105623,5.231762579,5.23191393
17,66,124,67,0.372532539,0.372597837,1.545319751,5.27842772,5.278228234
17,83,99,170,0.965328223,0.965166979,2.427533212,15.20631056,15.20498824
20,78,92,193,1.346668742,1.346402146,2.546678281,22.6080493,22.60632437
40,70,118,197,2.262912562,2.262620872,2.953478246,59.81790393,59.81183462
49,57,59,87,1.664473872,1.664485152,2.257660438,37.1546443,37.15167665
34,97,71,115,1.272526036,1.272297866,2.247150829,25.3504595,25.34701912
35,74,125,154,1.518449082,1.518266156,2.451950564,33.8321068,33.8288908
31,70,79,70,0.794534457,0.794474141,1.841968756,13.54814917,13.54698057
22,86,65,135,1.129829074,1.129618529,2.331991057,19.09508195,19.09304848
19,80,69,79,0.593892435,0.593852766,1.812870412,8.709853392,8.709080306
29,67,66,146,1.704447715,1.704325064,2.511431855,32.97398822,32.97023366
33,98,88,67,0.664561887,0.664421391,1.828006235,11.52303469,11.52207068
49,99,129,197,2.270924946,2.270447638,3.10696417,70.80725723,70.79981484
26,80,103,198,1.62174549,1.621479162,2.711454731,31.703478,31.70035891
29,60,57,30,0.392652829,0.392709816,1.538781239,5.44556776,5.445540834
18,87,105,157,0.89557071,0.89536017,2.302124641,14.06480562,14.06329952
46,93,138,120,1.326868032,1.326583811,2.183261394,32.81728186,32.81396048
16,77,99,182,1.007736589,1.007597319,2.500703521,15.45018395,15.449317
26,89,65,193,1.817131931,1.816732688,2.862434471,34.66839043,34.66449202
27,73,120,68,0.55803554,0.557996361,1.54893052,9.094861758,9.094206714
32,83,113,186,1.72127188,1.720976366,2.637681051,37.78850772,37.78443566
36,85,145,58,0.52471471,0.524625618,1.703875512,9.106888449,9.106001401
31,66,76,35,0.413294139,0.413358019,1.530275766,5.968270924,5.968218236
29,92,81,97,0.922523923,0.922369589,2.038620109,16.30186617,16.29981353
43,73,84,82,1.157437475,1.157332946,2.119552217,23.77269617,23.7704972
16,89,76,77,0.458921702,0.458909669,1.659260226,6.357321175,6.356816728
49,76,118,151,1.981010443,1.980671295,2.710884238,56.68028422,56.67423543
24,68,94,64,0.552474577,0.552516129,1.564097027,8.437165764,8.436536738
21,77,96,63,0.457689718,0.457702944,1.408083849,6.725749452,6.725354308
35,99,114,104,0.980956778,0.980687715,2.003392299,19.55663359,19.55447432
27,81,136,40,0.298642077,0.298610523,1.464802433,4.348836184,4.348811266
12,60,62,35,0.209813905,0.21000432,1.34513904,2.649391648,2.649558888
41,91,81,142,1.775990833,1.775753203,2.512834623,43.03282757,43.02771417
45,79,77,46,0.681940244,0.681852279,1.862613377,11.46673103,11.46636863
37,69,119,157,1.701005852,1.700831407,2.444588771,39.95683869,39.95303336
45,93,114,145,1.699284988,1.698959447,2.57879053,44.62033351,44.61552684
33,80,72,57,0.664991007,0.664942781,1.760813067,11.02867684,11.02781729
42,90,72,55,0.748816053,0.748730405,1.91588831,13.17579576,13.17486755
26,80,74,148,1.395534559,1.395375028,2.434527817,25.7504129,25.74723008
48,99,130,186,2.10364795,2.103237795,2.856093026,63.32913749,63.32219308
46,85,114,174,2.127682439,2.127303653,2.777910266,60.36268476,60.35635374
41,56,129,180,2.120082503,2.119951208,2.853420362,57.02853373,57.02334712
12,52,119,177,0.775738289,0.775755277,2.504705098,11.09284836,11.09273469
28,81,145,99,0.728259042,0.728143835,1.914035092,13.07754401,13.07623222
33,85,68,157,1.815907794,1.815661427,2.649123145,38.96817724,38.96361076
28,94,102,68,0.569882982,0.569756552,1.64813183,9.27129651,9.270371045
14,63,122,136,0.64487464,0.644834898,2.051109008,9.287043634,9.286943987
26,81,91,180,1.546433359,1.546292683,2.651817712,30.27916681,30.27600674
15,76,73,183,1.104057079,1.103897185,2.541066411,16.74159689,16.74031317
17,83,54,38,0.280883098,0.280908053,1.441172454,3.704388748,3.704169067
21,87,111,58,0.376075812,0.376069651,1.548044986,5.455912497,5.455543939
24,72,134,67,0.470662086,0.470671754,1.603447396,7.347860343,7.34731912
45,57,50,118,2.219987488,2.219972614,2.630839566,52.81645543,52.81129054
17,67,52,48,0.399225492,0.399314298,1.570636931,5.399048927,5.398838311
14,77,121,165,0.733574474,0.733445345,2.155373902,10.67411597,10.67363735
46,52,137,173,2.213549788,2.213474075,2.819422076,63.57386522,63.56834326
11,70,116,76,0.289094809,0.289175362,1.473775881,3.750364279,3.75035604
18,88,92,52,0.317342328,0.317348506,1.443155642,4.407197399,4.407051463
25,95,90,167,1.322795813,1.322500369,2.489808942,23.75263932,23.74982002
23,68,71,131,1.213132048,1.21309818,2.324560731,20.79349586,20.79124604
49,65,80,121,1.986808928,1.986707832,2.508179823,51.00866269,51.0038277
