,Lmt,Lmr,Llk,Rt,Rr
0,0.11024485671083813,0.11024562343798337,1.5163522,9.54419771194458,9.54357915878296
1,1.1417896353120636,1.1416889263085253,1.9949265,22.861915435791015,22.859929356575012
2,0.6631974382659072,0.6631434017500802,1.917577,13.53099838256836,13.530000071525574
3,0.8378841466529686,0.8377404052958635,2.060122,16.8590886592865,16.857616448402403
4,2.0326901822788432,2.0325202788148293,2.6542974,53.08177276611328,53.076186180114746
5,0.4333390359347291,0.4331639841554228,1.6283343,6.449275116920472,6.44903733253479
6,0.21186826339172565,0.21177728427201714,1.4804817,6.8563992786407475,6.856060099601746
7,1.2418423059497594,1.24161730102376,2.1557617,22.96712429046631,22.96477907180786
8,0.7078779057441935,0.7077280538627472,2.03014,14.034012169837952,14.032947058677673
9,1.0340367990918262,1.033887496517038,2.2476635,16.815292143821715,16.813901658058167
10,0.6600905097525303,0.65990083885593,1.698308,8.128062591552734,8.127684984207153
11,1.3507854998099325,1.3505705020519527,2.5141683,22.098131904602052,22.09613224506378
12,1.1806844650453947,1.180417022669724,2.205084,29.66752431869507,29.664410939216612
13,1.1764049364321794,1.1761857482029343,2.4316344,20.065895438194275,20.064195027351378
14,1.5302938777845132,1.529996260116154,2.319912,33.312914247512815,33.309436025619505
15,1.4059368210236287,1.405768734722359,2.5546753,19.842000827789306,19.840346603393556
16,0.3455090040226709,0.3454028358646893,1.6280985,5.946046466827393,5.945743246078491
17,0.9963508935063029,0.9961597752852974,1.8630311,12.516559762954712,12.515692627429962
18,1.6658263788270449,1.6655843815730658,2.4072642,37.08346570968628,37.07956762313843
19,0.6357340105739594,0.6356225061388606,1.7244873,7.459339017868042,7.458956327438354
