,Lmt,Lmr,Llk,Rt,Rr
47,1.7945497,0.062469266,2.4314904,30.205994,6.346323694501605
48,1.7945497,0.59914243,2.380426,1.2802444,9.781337888911366
49,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
50,1.7945497,0.41360387,2.156115,7.6888533,9.310717614367604
51,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
52,1.7945497,0.68415785,1.9590287,7.056385,12.400492668151855
53,1.7945497,0.6157187,4.2603745,8.238588,7.570553117990494
54,1.7945497,1.2286637,3.5883155,4.7024817,12.400492668151855
55,1.7945497,0.47317904,5.628721,13.077002,6.481566429138184
56,1.7945497,1.3081963,3.2655563,5.267524,15.207751393318176
57,1.7945497,0.7979237,3.7601867,0.19187728,15.479321479797363
58,1.7945497,0.94275427,6.9857316,6.9310417,10.268195390701294
59,1.7945497,0.75992095,3.3513756,19.973888,6.481566429138184
60,1.7945497,0.57468235,3.4404526,-2.1546655,9.781337888911366
61,1.7945497,1.3326739,4.819871,23.046844,27.9626647233963
62,1.7945497,1.282467,3.9790897,-0.8412193,18.398984091622488
63,1.7945497,0.72216725,7.849263,35.8767,28.0277681350708
64,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
65,1.7945497,1.2286637,3.5883155,4.7024817,12.400492668151855
66,1.7945497,1.2531412,5.14263,22.481806,28.0277681350708
67,1.7945497,0.5824424,4.6945405,-2.0455217,15.479321479797363
68,1.7945497,0.41360387,2.156115,7.6888533,9.310717614367604
69,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
70,1.7945497,1.2531412,5.14263,22.481806,28.0277681350708
71,1.7945497,0.7979237,3.7601867,0.19187728,15.479321479797363
72,1.7945497,0.75992095,3.3513756,19.973888,6.481566429138184
73,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
74,1.7945497,0.17150784,4.2938046,1.2757849,6.481566429138184
75,1.7945497,0.75992095,3.3513756,19.973888,6.481566429138184
76,1.7945497,0.8046988,4.3587704,7.6061196,9.781337888911366
77,1.7945497,0.59914243,2.380426,1.2802444,9.781337888911366
78,1.7945497,1.004153,2.9220881,-0.31789467,9.95678448677063
79,1.7945497,1.553021,3.7820034,-1.4736874,24.17824904123942
80,1.7945497,0.59914243,2.380426,1.2802444,9.781337888911366
81,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
82,1.7945497,0.9290274,3.0295732,9.608429,6.481566429138184
83,1.7945497,1.1101102,2.218067,-0.0063616037,6.481566429138184
84,1.7945497,0.91070473,4.9058404,0.6324681,6.481566429138184
85,1.7945497,1.5555476,-0.9114814,28.623684,69.71046447753906
86,1.7945497,0.7901637,2.5060987,0.08273371,9.781337888911366
87,1.7945497,1.0836856,2.599329,0.24714784,14.748983383178711
88,1.7945497,1.5314552,6.1996317,21.95848,29.80847930908203
89,1.7945497,0.8981471,2.3750181,6.655757,13.1716739654541
90,1.7945497,0.8046988,4.3587704,7.6061196,9.781337888911366
91,1.7945497,1.004153,2.9220881,-0.31789467,9.95678448677063
92,1.7945497,1.0041044,1.6709971,6.9672904,9.95678448677063
93,1.7945497,0.36882597,1.1487203,20.056622,6.481566429138184
94,1.7945497,0.91070473,4.9058404,0.6324681,6.481566429138184
95,1.7945497,0.7979237,3.7601867,0.19187728,15.479321479797363
96,1.7945497,0.72216725,7.849263,35.8767,28.0277681350708
97,1.7945497,1.1415355,8.365492,5.8426743,15.96499502658844
98,1.7945497,1.1812588,4.708754,0.0,9.95678448677063
99,1.7945497,0.9370257,9.110651,8.193113,16.256399154663086
