,Lmt,Lmr,Llk,Rt,Rr
0,1.7945497,0.06550199,3.7467346,8.249437,9.310717614367604
1,1.7945497,0.25918975,5.2127323,13.477629,5.776633290780915
2,1.7945497,1.2286637,3.5883155,4.7024817,12.400492668151855
3,1.7945497,0.8632215,7.3084908,6.3659983,6.481566429138184
4,1.7945497,0.8632215,7.3084908,6.3659983,6.481566429138184
5,1.7945497,1.5069777,4.645317,4.1791573,21.947814226150513
6,1.7945497,0.59914243,2.380426,1.2802444,9.781337888911366
7,1.7945497,1.282467,3.9790897,-0.8412193,18.398984091622488
8,1.7945497,0.9902374,4.5830812,1.1975107,10.268195390701294
9,1.7945497,0.8632215,7.3084908,6.3659983,6.481566429138184
10,1.7945497,0.95932645,0.6636019,19.335056,6.481566429138184
11,1.7945497,1.2531412,5.14263,22.481806,28.0277681350708
12,1.7945497,1.5787504,3.06847,4.6350565,15.479321479797363
13,1.7945497,1.563905,3.644586,22.823803,29.80847930908203
14,1.7945497,1.004153,2.9220881,-0.31789467,9.95678448677063
15,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
16,1.7945497,1.2747068,2.7250018,-0.9503627,14.368234475453695
17,1.7945497,1.2353842,1.7468028,-0.5409407,9.95678448677063
18,1.7945497,0.37973073,7.6124735,14.027365,5.776633290780915
19,1.7945497,1.5236952,4.945544,21.849339,28.62133852640788
20,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
21,1.7945497,0.41181904,4.9419947,20.534472,7.570553117990494
22,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
23,1.7945497,1.2607914,4.385995,0.5650426,14.748983383178711
24,1.7945497,0.41360387,2.156115,7.6888533,9.310717614367604
25,1.7945497,0.51960975,2.703185,0.71520174,6.481566429138184
26,1.7945497,0.91070473,4.9058404,0.6324681,6.481566429138184
27,1.7945497,0.41360387,2.156115,7.6888533,9.310717614367604
28,1.7945497,1.3247726,5.145505,12.225867,14.368234475453695
29,1.7945497,0.59914243,2.380426,1.2802444,9.781337888911366
30,1.7945497,0.91070473,4.9058404,0.6324681,6.481566429138184
31,1.7945497,1.8993485,2.9890962,9.8799305,45.935787200927734
32,1.7945497,1.1415355,8.365492,5.8426743,15.96499502658844
33,1.7945497,1.9152733,4.660387,11.504304,15.207751393318176
34,1.7945497,1.004153,2.9220881,-0.31789467,9.95678448677063
35,1.7945497,0.36882597,1.1487203,20.056622,6.481566429138184
36,1.7945497,1.2531412,5.14263,22.481806,28.0277681350708
37,1.7945497,0.91070473,4.9058404,0.6324681,6.481566429138184
38,1.7945497,0.68415785,1.9590287,7.056385,12.400492668151855
39,1.7945497,0.8632215,7.3084908,6.3659983,6.481566429138184
40,1.7945497,1.1226578,3.0412455,11.676133,14.748983383178711
41,1.7945497,1.2432444,6.15275,36.978844,26.24705696105957
42,1.7945497,0.92230684,4.871086,14.8518505,6.481566429138184
43,1.7945497,0.47317904,5.628721,13.077002,6.481566429138184
44,1.7945497,0.12507713,7.219341,13.637584,6.481566429138184
45,1.7945497,1.1902945,2.1039658,5.8926497,45.935787200927734
46,1.7945497,1.2286637,3.5883155,4.7024817,12.400492668151855
